bene_id,BENE_MBI_ID,BENE_LAST_NAME,BENE_1ST_NAME,BENE_MIDL_NAME,BENE_BRTH_DT,BENE_DEATH_DT,BENE_SEX_CD,BENE_RACE_CD,BENE_SK,BENE_XREF_SK,BENE_XREF_EFCTV_SK
-10000010276105,1S00EU7XC05,Kuhlman484,Gerry91,J,1944-05-02,,1,1,-235835543,-235835543,-235835543
-10000010276093,1S00EU7XA93,Schuster709,Yelena240,L,1986-08-30,,2,1,-921612679,-921612679,-921612679
-10000010276089,1S00EU7XA89,Nicolas769,Wilbert25,G,1970-01-21,,1,1,-852537779,-852537779,-852537779
-10000010276087,1S00EU7XA87,Metz686,John539,P,1959-07-17,,1,1,-492182507,-492182507,-492182507
-10000010276085,1S00EU7XA85,Williamson769,Dallas143,B,1948-11-07,,1,1,-54032653,-54032653,-54032653
-10000010276083,1S00EU7XA83,Kub800,Odis959,,1979-12-11,,1,4,-421740932,-421740932,-421740932
-10000010276082,1S00EU7XA82,Murazik203,Bennett146,J,1956-01-19,,1,1,-49680767,-49680767,-49680767
-10000010276075,1S00EU7XA75,Erdman779,Luz785,V,1941-05-05,,2,4,-388474070,-388474070,-388474070
-10000010276064,1S00EU7XA64,Adams676,Casey401,S,1957-08-31,,2,1,-236320508,-236320508,-236320508
-10000010276054,1S00EU7XA54,Hoeger474,Takisha161,,1967-03-23,,2,2,-183759662,-183759662,-183759662
-10000010276053,1S00EU7XA53,Senger904,Khalilah870,,1948-09-03,,2,1,-672536168,-672536168,-672536168
-10000010276042,1S00EU7XA42,Schinner682,Sabine292,,1958-10-16,,2,5,-643652958,-643652958,-643652958
-10000010276037,1S00EU7XA37,Considine820,Jesus702,E,2009-06-19,,1,1,-380989227,-380989227,-380989227
-10000010276036,1S00EU7XA36,Satterfield305,Effie9,,1976-09-23,,2,1,-372358974,-372358974,-372358974
-10000010276034,1S00EU7XA34,Pollich983,Karima879,C,1938-12-18,,2,1,-822672742,-822672742,-822672742
-10000010276032,1S00EU7XA32,Gerhold939,Katheleen349,,1914-08-21,,2,1,-264787258,-264787258,-264787258
-10000010276030,1S00EU7XA30,Ortiz186,Erwin847,B,1960-04-08,,1,1,-116525542,-116525542,-116525542
-10000010276021,1S00EU7XA21,Bernal586,Lourdes258,M,1989-08-11,,2,5,-986942384,-986942384,-986942384
-10000010276020,1S00EU7XA20,Halvorson124,Katheryn92,,1942-03-16,,2,1,-948502906,-948502906,-948502906
-10000010276018,1S00EU7XA18,Armstrong51,Luetta803,C,1958-04-14,,2,1,-703237520,-703237520,-703237520
-10000010276014,1S00EU7XA14,Gutmann970,Gilda31,E,1961-05-14,,2,1,-647092883,-647092883,-647092883
-10000010276011,1S00EU7XA11,Veum823,Cristina921,J,1972-03-09,,2,3,-443252164,-443252164,-443252164
-10000010276000,1S00EU7XA00,Reynolds644,Estelle478,,1973-02-11,,2,1,-621703523,-621703523,-621703523
-10000010275999,1S00EU7WY99,Mayert710,Jerrod232,,1954-09-13,,1,1,-236301161,-236301161,-236301161
-10000010275987,1S00EU7WY87,Abernathy524,Lamont867,G,1938-09-25,,1,1,-268464056,-268464056,-268464056
-10000010275986,1S00EU7WY86,Ankunding277,Marlin805,C,1958-10-28,,1,1,-368770771,-368770771,-368770771
-10000010275985,1S00EU7WY85,DuBuque211,Charline650,E,1980-08-09,,2,1,-516246019,-516246019,-516246019
-10000010275981,1S00EU7WY81,Langosh790,Classie132,W,2022-02-20,,2,1,-269469776,-269469776,-269469776
-10000010275977,1S00EU7WY77,Ondricka197,Sheree902,K,1957-06-18,,2,1,-936642762,-936642762,-936642762
-10000010275976,1S00EU7WY76,Bosco882,Martha161,M,1948-09-22,,2,1,-36098032,-36098032,-36098032
-10000010275971,1S00EU7WY71,Tillman293,Rowena386,,1972-05-13,,2,1,-796730720,-796730720,-796730720
-10000010275970,1S00EU7WY70,Robel940,Edgardo196,F,1990-06-04,,1,1,-746243409,-746243409,-746243409
-10000010275967,1S00EU7WY67,Schinner682,Grazyna952,M,1955-05-10,,2,1,-225860713,-225860713,-225860713
-10000010275964,1S00EU7WY64,Bogisich202,Weston546,H,2006-09-12,,1,1,-679920429,-679920429,-679920429
-10000010275963,1S00EU7WY63,Moen819,Franklyn361,,1949-08-19,,1,1,-355951385,-355951385,-355951385
-10000010275960,1S00EU7WY60,Dooley940,Ardell826,K,1953-02-10,,2,1,-311694297,-311694297,-311694297
-10000010275952,1S00EU7WY52,Trantow673,Harrison106,O,1986-03-12,,1,5,-952196556,-952196556,-952196556
-10000010275945,1S00EU7WY45,Leffler128,Eusebio566,,1979-04-01,,1,1,-530269121,-530269121,-530269121
-10000010275943,1S00EU7WY43,Hettinger594,Carmine137,H,2000-09-27,,1,1,-137538140,-137538140,-137538140
-10000010275935,1S00EU7WY35,Buckridge80,Tanya49,B,1958-04-12,,2,1,-374405539,-374405539,-374405539
-10000010275934,1S00EU7WY34,Stokes453,Rae910,,1956-09-19,,2,2,-771032891,-771032891,-771032891
-10000010275927,1S00EU7WY27,Ebert178,Roosevelt595,J,1939-08-12,,1,1,-282482753,-282482753,-282482753
-10000010275925,1S00EU7WY25,Parisian75,Liza900,A,1957-02-02,,2,1,-59149070,-59149070,-59149070
-10000010275919,1S00EU7WY19,Rutherford999,Gilbert263,,1940-10-19,,1,2,-366362027,-366362027,-366362027
-10000010275915,1S00EU7WY15,Powlowski563,Misha8,M,1956-05-22,,2,1,-250619983,-250619983,-250619983
-10000010275909,1S00EU7WY09,Lakin515,Lance203,M,1956-09-21,,1,1,-462759485,-462759485,-462759485
-10000010275904,1S00EU7WY04,Mayer370,Jetta614,C,2002-05-13,,2,3,-485875044,-485875044,-485875044
-10000010275900,1S00EU7WY00,Larkin917,Nathaniel596,A,1994-03-12,,1,1,-655421495,-655421495,-655421495
-10000010275880,1S00EU7WX80,Boyle917,Charleen536,H,2007-05-25,,2,1,-733934549,-733934549,-733934549
-10000010275879,1S00EU7WX79,Koelpin146,Keneth579,R,2001-12-22,,1,1,-160496746,-160496746,-160496746
-10000010275875,1S00EU7WX75,Maggio310,Malcom15,T,1912-09-25,,1,1,-563757500,-563757500,-563757500
-10000010275873,1S00EU7WX73,West559,Nadine465,N,1914-12-13,,2,3,-769619871,-769619871,-769619871
-10000010275872,1S00EU7WX72,Leannon79,Tad831,E,1915-06-15,,1,1,-158531255,-158531255,-158531255
-10000010275871,1S00EU7WX71,Prohaska837,Terrell212,M,1960-05-23,,2,1,-609206273,-609206273,-609206273
-10000010275869,1S00EU7WX69,Yáñez198,Lola232,M,1948-09-04,,2,5,-254357648,-254357648,-254357648
-10000010275868,1S00EU7WX68,Hettinger594,Myrtis608,Y,1946-08-29,,2,1,-984264947,-984264947,-984264947
-10000010275867,1S00EU7WX67,Mohr916,Salome647,,1959-06-29,,2,1,-957176602,-957176602,-957176602
-10000010275866,1S00EU7WX66,Luettgen772,Matthew562,,1951-12-01,,1,1,-995984130,-995984130,-995984130
-10000010275861,1S00EU7WX61,Barrows492,Andreas188,,1967-11-07,,1,1,-38641313,-38641313,-38641313
-10000010275857,1S00EU7WX57,Towne435,Fred155,R,1959-05-01,,1,1,-906502333,-906502333,-906502333
-10000010275855,1S00EU7WX55,Rodarte647,Fernando603,A,1959-05-12,,1,5,-283207622,-283207622,-283207622
-10000010275847,1S00EU7WX47,Jaskolski867,Tracey100,M,1940-05-23,,2,1,-43579335,-43579335,-43579335
-10000010275837,1S00EU7WX37,Murphy561,Dorsey40,L,1987-10-28,,1,4,-401644124,-401644124,-401644124
-10000010275836,1S00EU7WX36,Hamill307,Rema399,N,1948-12-29,,2,1,-714419953,-714419953,-714419953
-10000010275824,1S00EU7WX24,Harber290,Stephaine613,Y,1966-03-22,,2,4,-831781543,-831781543,-831781543
-10000010275820,1S00EU7WX20,Williamson769,Abbey813,J,1922-10-25,,2,1,-836466999,-836466999,-836466999
-10000010275818,1S00EU7WX18,Kirlin939,Tijuana228,,1964-11-22,,2,1,-303767358,-303767358,-303767358
-10000010275811,1S00EU7WX11,Schroeder447,Joanie498,P,1945-06-27,,2,5,-891450502,-891450502,-891450502
-10000010275809,1S00EU7WX09,Donnelly343,Jonah176,G,1983-03-10,,1,1,-635178491,-635178491,-635178491
-10000010275802,1S00EU7WX02,Rempel203,Elmer371,H,1961-03-30,,1,1,-962008847,-962008847,-962008847
-10000010275801,1S00EU7WX01,Hermiston71,Eulah395,A,1951-10-28,,2,5,-921141863,-921141863,-921141863
-10000010275796,1S00EU7WW96,Hyatt152,Ezekiel373,E,1945-12-24,,1,1,-790928587,-790928587,-790928587
-10000010275794,1S00EU7WW94,Ward668,Leroy603,D,1957-05-31,,1,1,-136618321,-136618321,-136618321
-10000010275793,1S00EU7WW93,Lehner980,Vernon254,C,1968-03-30,,1,2,-391389069,-391389069,-391389069
-10000010275792,1S00EU7WW92,Daugherty69,Elly836,Z,1933-11-21,,2,1,-717421218,-717421218,-717421218
-10000010275790,1S00EU7WW90,Waelchi213,Oliver401,V,1978-07-10,,1,1,-269379576,-269379576,-269379576
-10000010275788,1S00EU7WW88,Hane680,Julio255,R,1951-04-11,,1,1,-979807628,-979807628,-979807628
-10000010275787,1S00EU7WW87,McCullough561,Kennith515,T,1960-03-07,,1,1,-536958050,-536958050,-536958050
-10000010275782,1S00EU7WW82,Bruen238,Marni913,G,1950-03-02,,2,1,-882124750,-882124750,-882124750
-10000010275778,1S00EU7WW78,Gutkowski940,Carl856,B,2002-07-08,,1,3,-775278637,-775278637,-775278637
-10000010275777,1S00EU7WW77,Ankunding277,Donovan745,R,1949-04-20,,1,1,-19997779,-19997779,-19997779
-10000010275776,1S00EU7WW76,Schaden604,Lynne528,,1947-12-22,,2,1,-942255967,-942255967,-942255967
-10000010275775,1S00EU7WW75,Green467,Kent912,L,1959-10-05,,1,1,-155911405,-155911405,-155911405
-10000010275767,1S00EU7WW67,Stoltenberg489,Tonya123,E,1959-11-10,,2,1,-721900939,-721900939,-721900939
-10000010275753,1S00EU7WW53,Heller342,Titus37,C,1913-08-27,,1,1,-436943551,-436943551,-436943551
-10000010275752,1S00EU7WW52,Volkman526,Jerald662,O,1941-10-15,,1,1,-285669527,-285669527,-285669527
-10000010275750,1S00EU7WW50,Kozey370,Donte636,M,1970-04-08,,1,1,-501413134,-501413134,-501413134
-10000010275747,1S00EU7WW47,Runte676,Jacquiline133,V,1955-12-11,,2,1,-751942001,-751942001,-751942001
-10000010275743,1S00EU7WW43,Stokes453,Audrea654,S,1986-02-07,,2,1,-366365229,-366365229,-366365229
-10000010275741,1S00EU7WW41,Pacocha935,Daphne852,A,1986-08-18,,2,1,-14744762,-14744762,-14744762
-10000010275734,1S00EU7WW34,Brakus656,Jonah176,,1916-10-16,,1,1,-913825184,-913825184,-913825184
-10000010275732,1S00EU7WW32,Jenkins714,Von197,V,1960-10-30,,1,1,-953388809,-953388809,-953388809
-10000010275730,1S00EU7WW30,Ward668,Miss492,,1970-01-31,,2,1,-769139025,-769139025,-769139025
-10000010275725,1S00EU7WW25,Feest103,Prince887,E,1958-10-29,,1,1,-952078670,-952078670,-952078670
-10000010275718,1S00EU7WW18,Wilkinson796,Dixie159,,1960-05-09,,2,1,-846852132,-846852132,-846852132
-10000010275714,1S00EU7WW14,Davis923,Piper612,C,1961-03-20,,2,1,-325875142,-325875142,-325875142
-10000010275713,1S00EU7WW13,Windler79,Walker122,E,1959-06-17,,1,1,-196240533,-196240533,-196240533
-10000010275710,1S00EU7WW10,Bode78,Jarrett354,B,1967-10-17,,1,1,-432937887,-432937887,-432937887
-10000010275706,1S00EU7WW06,Harber290,Lindsay928,E,2005-12-28,,1,1,-427509595,-427509595,-427509595
-10000010275705,1S00EU7WW05,Simonis280,Austin578,E,1996-03-17,,2,1,-330199409,-330199409,-330199409
-10000010275704,1S00EU7WW04,Buckridge80,Ernie189,,1943-10-04,,1,5,-329697377,-329697377,-329697377
-10000010275702,1S00EU7WW02,Runolfsson901,Genevie117,V,1990-04-02,,2,4,-889375963,-889375963,-889375963
-10000010275698,1S00EU7WV98,Koss676,Mark765,A,1990-02-27,,1,1,-209666694,-209666694,-209666694
-10000010275688,1S00EU7WV88,Yundt842,Louisa875,K,1956-08-01,,2,1,-407550968,-407550968,-407550968
-10000010275686,1S00EU7WV86,Bernier607,Troy560,J,1960-04-02,,1,1,-30469382,-30469382,-30469382
-10000010275684,1S00EU7WV84,Murphy561,Randy380,B,1957-03-17,,1,1,-214500499,-214500499,-214500499
-10000010275681,1S00EU7WV81,D'Amore443,Yan646,D,2010-12-25,,2,3,-520635938,-520635938,-520635938
-10000010275679,1S00EU7WV79,Williamson769,Rory188,J,1960-04-26,,2,2,-886122128,-886122128,-886122128
-10000010275678,1S00EU7WV78,Bradtke547,Imelda608,M,1966-01-17,,2,1,-497357742,-497357742,-497357742
-10000010275677,1S00EU7WV77,Schroeder447,Willard975,J,1952-11-11,,1,1,-799299309,-799299309,-799299309
-10000010275676,1S00EU7WV76,Rempel203,Oralia106,S,1959-08-28,,2,1,-680039673,-680039673,-680039673
-10000010275671,1S00EU7WV71,Schoen8,Teddy976,W,1980-09-17,,1,1,-858627089,-858627089,-858627089
-10000010275663,1S00EU7WV63,Jerde200,Charles364,,1960-05-03,,1,1,-389657830,-389657830,-389657830
-10000010275657,1S00EU7WV57,Volkman526,Kim439,B,1942-01-13,,1,1,-237260348,-237260348,-237260348
-10000010275649,1S00EU7WV49,Kemmer137,Erasmo545,G,1957-06-01,,1,1,-514787821,-514787821,-514787821
-10000010275644,1S00EU7WV44,Casares724,Manuel446,S,1973-08-27,,1,5,-380014891,-380014891,-380014891
-10000010275642,1S00EU7WV42,Will178,Cicely661,E,1956-08-26,,2,1,-114534208,-114534208,-114534208
-10000010275641,1S00EU7WV41,Nader710,Tatiana738,Y,1968-11-18,,2,1,-987899917,-987899917,-987899917
-10000010275636,1S00EU7WV36,Cormier289,Nina110,,1946-05-24,,2,1,-798924925,-798924925,-798924925
-10000010275635,1S00EU7WV35,Vandervort697,Doreatha634,,1953-10-10,,2,1,-503216186,-503216186,-503216186
-10000010275629,1S00EU7WV29,Volkman526,Conchita9,B,1946-01-12,,2,1,-86571008,-86571008,-86571008
-10000010275620,1S00EU7WV20,Christiansen251,Clifford177,A,2011-10-10,,1,1,-624135193,-624135193,-624135193
-10000010275617,1S00EU7WV17,Maggio310,Roscoe437,H,1958-07-06,,1,1,-577914971,-577914971,-577914971
-10000010275615,1S00EU7WV15,Lehner980,Luther918,,1949-09-20,,1,1,-623794336,-623794336,-623794336
-10000010275614,1S00EU7WV14,Gutmann970,Fletcher87,M,1972-12-31,,1,1,-335680801,-335680801,-335680801
-10000010275610,1S00EU7WV10,Ebert178,Charis952,K,1914-08-20,,2,1,-323249189,-323249189,-323249189
-10000010275608,1S00EU7WV08,Monahan736,Donald774,K,1957-10-13,,2,1,-100665174,-100665174,-100665174
-10000010275604,1S00EU7WV04,Leuschke194,Arden380,H,1974-02-22,,1,1,-31359675,-31359675,-31359675
-10000010275603,1S00EU7WV03,Koch169,Kathie378,S,1958-06-11,,2,4,-991485402,-991485402,-991485402
-10000010275600,1S00EU7WV00,Tromp100,Cory323,J,1915-11-25,,2,1,-486574561,-486574561,-486574561
-10000010275595,1S00EU7WU95,Renner328,Angie214,,1936-10-13,,2,1,-369819033,-369819033,-369819033
-10000010275592,1S00EU7WU92,Ulibarri312,Yolanda648,A,1955-05-28,,2,5,-437345687,-437345687,-437345687
-10000010275586,1S00EU7WU86,Brakus656,Lynwood354,G,2022-03-21,,1,4,-444113256,-444113256,-444113256
-10000010275581,1S00EU7WU81,Stracke611,Dawne25,C,1977-12-12,,2,1,-382288018,-382288018,-382288018
-10000010275573,1S00EU7WU73,Schumm995,Alyse240,,1959-07-25,,2,1,-116036345,-116036345,-116036345
-10000010275572,1S00EU7WU72,Adams676,Myra819,M,1955-01-31,,2,3,-390215479,-390215479,-390215479
-10000010275570,1S00EU7WU70,Osinski784,Alden634,,1943-05-10,,1,1,-484121320,-484121320,-484121320
-10000010275567,1S00EU7WU67,Doyle959,Darrel772,D,1952-06-12,,1,1,-773426300,-773426300,-773426300
-10000010275566,1S00EU7WU66,Metz686,Jestine4,K,1946-08-14,,2,4,-745660395,-745660395,-745660395
-10000010275565,1S00EU7WU65,Kulas532,Amado512,,1982-05-17,,1,1,-321376807,-321376807,-321376807
-10000010275564,1S00EU7WU64,Skiles927,Maryam561,A,1920-01-02,,2,1,-725549995,-725549995,-725549995
-10000010275549,1S00EU7WU49,Yost751,Dale454,A,1961-07-08,,2,5,-6292944,-6292944,-6292944
-10000010275543,1S00EU7WU43,Hills818,Latanya388,A,1962-01-30,,2,1,-609231266,-609231266,-609231266
-10000010275538,1S00EU7WU38,McDermott739,Bernie827,P,1971-06-21,,1,1,-508392293,-508392293,-508392293
-10000010275535,1S00EU7WU35,Gulgowski816,Agripina633,,1962-04-03,,2,1,-404685241,-404685241,-404685241
-10000010275532,1S00EU7WU32,Predovic534,Ashley34,,1975-01-09,,1,1,-388753135,-388753135,-388753135
-10000010275520,1S00EU7WU20,Kiehn525,Melvin857,G,1951-12-11,,1,1,-129962147,-129962147,-129962147
-10000010275518,1S00EU7WU18,Langosh790,Dannie881,L,1948-12-30,,2,1,-217452425,-217452425,-217452425
-10000010275517,1S00EU7WU17,Reichert620,Houston994,S,1945-01-07,,1,1,-978429332,-978429332,-978429332
-10000010275515,1S00EU7WU15,Goodwin327,Lanny564,A,1954-07-12,,1,1,-16353763,-16353763,-16353763
-10000010275514,1S00EU7WU14,Bradtke547,Felton646,G,1958-09-14,,1,1,-478907631,-478907631,-478907631
-10000010275499,1S00EU7WT99,D'Amore443,Jared66,,1950-01-09,,1,3,-861363486,-861363486,-861363486
-10000010275498,1S00EU7WT98,Aufderhar910,Leopoldo762,A,1945-06-15,,1,1,-772805016,-772805016,-772805016
-10000010275496,1S00EU7WT96,Friesen796,Melodi744,,1958-12-14,,2,1,-774784224,-774784224,-774784224
-10000010275494,1S00EU7WT94,Collier206,Lemuel304,N,1957-07-17,,1,1,-222107426,-222107426,-222107426
-10000010275493,1S00EU7WT93,Bechtelar572,Tyrell880,,2018-08-29,,1,1,-848880212,-848880212,-848880212
-10000010275492,1S00EU7WT92,Spinka232,Henry768,J,1966-07-11,,1,1,-336329092,-336329092,-336329092
-10000010275488,1S00EU7WT88,Emard19,Maurice742,C,1956-09-09,,1,1,-882453206,-882453206,-882453206
-10000010275474,1S00EU7WT74,White193,Selma398,K,1970-10-14,,2,1,-686772626,-686772626,-686772626
-10000010275463,1S00EU7WT63,Keeling57,Matilde468,B,1956-05-11,,2,1,-505495526,-505495526,-505495526
-10000010275458,1S00EU7WT58,Fritsch593,Arron144,J,1954-07-17,,1,6,-706297069,-706297069,-706297069
-10000010275456,1S00EU7WT56,Salgado989,Raúl937,S,1964-07-11,,1,5,-629019395,-629019395,-629019395
-10000010275451,1S00EU7WT51,Kilback373,Willene254,D,1939-03-28,,2,1,-725378836,-725378836,-725378836
-10000010275448,1S00EU7WT48,Howell947,Lashay246,J,1941-10-19,,2,3,-881219127,-881219127,-881219127
-10000010275447,1S00EU7WT43,O'Conner199,Chanel977,V,2002-09-02,,2,1,-710652661,-710652661,-710652661
-10000010275445,1S00EU7WT45,Sanford861,Renna830,,1983-10-12,,2,1,-222480770,-222480770,-222480770
-10000010275444,1S00EU7WT37,Pacocha935,Julianne852,A,1974-11-15,,2,1,-545473189,-545473189,-545473189
-10000010275439,1S00EU7WT38,Lebsack687,Blaine377,R,1948-04-08,,1,6,-781308351,-781308351,-781308351
-10000010275436,1S00EU7WT36,Peres371,Juan88,M,1949-07-01,,1,5,-183056088,-183056088,-183056088
-10000010275435,1S00EU7WT35,Gusikowski974,Al123,I,1938-11-21,,1,1,-553068086,-553068086,-553068086
-10000010275432,1S00EU7WT32,Moore224,Ariel183,A,1917-05-21,,1,1,-727600165,-727600165,-727600165
-10000010275430,1S00EU7WT30,Delvalle807,Eva64,G,1923-09-30,,2,5,-967015262,-967015262,-967015262
-10000010275429,1S00EU7WT29,Cassin499,Dewayne363,A,1968-01-24,,1,1,-145810770,-145810770,-145810770
-10000010275424,1S00EU7WT24,Ziemann98,Ron353,,1958-04-18,,1,6,-38953935,-38953935,-38953935
-10000010275421,1S00EU7WT21,Jacobs452,Dion244,F,1928-07-30,,1,2,-394545869,-394545869,-394545869
-10000010275419,1S00EU7WT19,Haley279,Bong390,I,1949-12-07,,2,1,-1764453,-1764453,-1764453
-10000010275418,1S00EU7WT18,Kris249,Gabriele201,C,1952-11-15,,2,4,-303187239,-303187239,-303187239
-10000010275416,1S00EU7WT16,Casper496,Sabrina514,,1991-06-19,,2,5,-82579998,-82579998,-82579998
-10000010275415,1S00EU7WT15,O'Keefe54,Hermine424,H,1955-11-19,,2,1,-13692268,-13692268,-13692268
-10000010275414,1S00EU7WT14,Pouros728,Angelique249,A,1992-05-17,,2,2,-946945715,-946945715,-946945715
-10000010275412,1S00EU7WT12,Monahan736,Byron202,M,1941-06-18,,1,1,-708043722,-708043722,-708043722
-10000010275409,1S00EU7WT09,Abbott774,Latrina689,N,1984-06-16,,2,3,-790064965,-790064965,-790064965
-10000010275405,1S00EU7WT05,Corwin846,Merrill415,,1956-01-07,,1,1,-915254232,-915254232,-915254232
-10000010275404,1S00EU7WT04,O'Connell601,Elouise806,Y,1939-03-28,,2,3,-132909904,-132909904,-132909904
-10000010275401,1S00EU7WT01,Dicki44,Delbert384,,1956-03-13,,1,5,-120660581,-120660581,-120660581
-10000010275400,1S00EU7WT00,Greenfelder433,Blake449,K,1966-12-19,,2,3,-719124181,-719124181,-719124181
-10000010275396,1S00EU7WR96,Blick895,Gerald181,M,1959-01-20,,1,1,-598572912,-598572912,-598572912
-10000010275394,1S00EU7WR94,Jacobson885,Quentin28,E,1960-07-13,,1,1,-574116862,-574116862,-574116862
-10000010275391,1S00EU7WR91,Bayer639,Carlton317,S,1964-03-25,,1,1,-111227447,-111227447,-111227447
-10000010275388,1S00EU7WR88,Collins926,Mohamed943,R,1953-01-15,,1,2,-699428495,-699428495,-699428495
-10000010275387,1S00EU7WR87,Gulgowski816,Marc757,M,1989-06-21,,1,6,-6679141,-6679141,-6679141
-10000010275383,1S00EU7WR83,Koch169,Maricruz991,,1947-05-24,,2,1,-532933612,-532933612,-532933612
-10000010275382,1S00EU7WR82,Dickinson688,Joi660,L,1946-01-25,,2,1,-36232745,-36232745,-36232745
-10000010275374,1S00EU7WR74,O'Conner199,Tamera164,T,1967-07-21,,2,1,-214480867,-214480867,-214480867
-10000010275368,1S00EU7WR68,Schroeder447,Devon268,D,1952-03-06,,1,1,-39674259,-39674259,-39674259
-10000010275354,1S00EU7WR54,Roberts511,Kaye394,S,1944-10-26,,2,6,-376856069,-376856069,-376856069
-10000010275353,1S00EU7WR53,Kassulke119,Brice635,,1959-02-05,,1,1,-473720781,-473720781,-473720781
-10000010275349,1S00EU7WR49,Green467,Justin359,,1966-12-13,,1,1,-309966453,-309966453,-309966453
-10000010275343,1S00EU7WR43,Waters156,Rosalba160,,1987-08-11,,2,4,-164132515,-164132515,-164132515
-10000010275340,1S00EU7WR40,Weber641,Matilde468,D,1941-11-19,,2,4,-117475238,-117475238,-117475238
-10000010275333,1S00EU7WR33,Legros616,Ellis535,C,1974-01-28,,1,5,-531559937,-531559937,-531559937
-10000010275329,1S00EU7WR29,King743,Maris768,Y,1963-06-24,,2,3,-850095588,-850095588,-850095588
-10000010275324,1S00EU7WR24,Pollich983,Lorene243,J,1985-09-12,,2,1,-213500365,-213500365,-213500365
-10000010275322,1S00EU7WR22,Swift555,Lavelle273,C,1950-12-01,,2,1,-763417963,-763417963,-763417963
-10000010275321,1S00EU7WR21,Nienow652,Nicolas769,J,1952-02-10,,1,6,-308137601,-308137601,-308137601
-10000010275315,1S00EU7WR15,Schultz619,Floyd420,M,1957-12-31,,1,1,-642509326,-642509326,-642509326
-10000010275314,1S00EU7WR14,Muller251,Edmundo94,B,1984-11-26,,1,1,-821353941,-821353941,-821353941
-10000010275311,1S00EU7WR11,Nikolaus26,Casey401,S,1955-08-31,,1,1,-884929177,-884929177,-884929177
-10000010275308,1S00EU7WR08,Gaylord332,Maurice742,W,1953-05-11,,1,1,-990010160,-990010160,-990010160
-10000010275306,1S00EU7WR06,Braun514,Rosamond509,,1957-05-02,,2,1,-113189920,-113189920,-113189920
-10000010275300,1S00EU7WR00,Green467,Barton704,M,2019-04-12,,1,1,-359799415,-359799415,-359799415
-10000010275295,1S00EU7WQ95,Weissnat378,Imogene688,,1943-08-11,,2,6,-873512475,-873512475,-873512475
-10000010275293,1S00EU7WQ93,Padberg411,Sarina640,,1970-11-28,,2,1,-157451530,-157451530,-157451530
-10000010275290,1S00EU7WQ90,Stroman228,Shu104,S,1993-12-16,,2,1,-352973321,-352973321,-352973321
-10000010275285,1S00EU7WQ85,Wiza601,Yoshie761,L,1954-10-02,,2,1,-120304480,-120304480,-120304480
-10000010275284,1S00EU7WQ84,Blick895,Daron260,E,1968-06-11,,1,1,-976262990,-976262990,-976262990
-10000010275273,1S00EU7WQ73,Goodwin327,Miguelina323,M,1993-04-28,,2,2,-741835614,-741835614,-741835614
-10000010275272,1S00EU7WQ72,Hilll811,Quinton758,H,1981-01-14,,1,1,-363989502,-363989502,-363989502
-10000010275271,1S00EU7WQ71,Adams676,Calvin845,R,1948-02-04,,1,1,-820097638,-820097638,-820097638
-10000010275264,1S00EU7WQ64,Kuvalis369,Sherryl893,,1955-08-26,,2,1,-319531220,-319531220,-319531220
-10000010275256,1S00EU7WQ56,Braun514,Maribeth658,,1999-11-02,,2,1,-577592107,-577592107,-577592107
-10000010275254,1S00EU7WQ54,Boyer713,Jaime666,T,1971-01-26,,1,1,-450043178,-450043178,-450043178
-10000010275251,1S00EU7WQ51,Schneider199,Domingo513,O,1967-12-08,,1,1,-478585840,-478585840,-478585840
-10000010275244,1S00EU7WQ44,Ferry570,Katelynn452,A,1954-01-26,,2,2,-927938441,-927938441,-927938441
-10000010275236,1S00EU7WQ36,Cole117,Chris95,L,1962-01-30,,1,1,-23521775,-23521775,-23521775
-10000010275232,1S00EU7WQ32,Cruickshank494,Eveline832,M,1956-05-09,,2,1,-166841952,-166841952,-166841952
-10000010275220,1S00EU7WQ20,Cummings51,Spencer878,N,2005-05-30,,1,2,-664534597,-664534597,-664534597
-10000010275213,1S00EU7WQ13,DuBuque211,Lionel365,F,1940-12-31,,1,1,-953829854,-953829854,-953829854
-10000010275211,1S00EU7WQ11,Nolan344,Branden904,K,1940-12-23,,1,1,-78034143,-78034143,-78034143
-10000010275207,1S00EU7WQ07,Carmona375,Nicolás801,S,1956-10-01,,1,5,-549788912,-549788912,-549788912
-10000010275202,1S00EU7WQ02,Esquibel766,Gerardo48,,1921-12-12,,1,5,-243296886,-243296886,-243296886
-10000010275200,1S00EU7WQ00,Kessler503,Lurline371,A,1978-12-16,,2,3,-131235246,-131235246,-131235246
-10000010275198,1S00EU7WP98,Windler79,Norberto865,M,1963-09-07,,1,1,-496571299,-496571299,-496571299
-10000010275195,1S00EU7WP95,Streich926,Laverna97,C,1966-02-01,,2,1,-593391386,-593391386,-593391386
-10000010275193,1S00EU7WP93,Barrows492,Johnathon489,,1951-05-08,,1,1,-96810317,-96810317,-96810317
-10000010275182,1S00EU7WP82,Shields502,Pete38,J,1977-07-20,,1,2,-751370312,-751370312,-751370312
-10000010275180,1S00EU7WP80,Nienow652,Danny396,M,1950-11-15,,1,1,-258697464,-258697464,-258697464
-10000010275167,1S00EU7WP67,Stroman228,Judith460,T,1956-01-10,,2,1,-350514072,-350514072,-350514072
-10000010275158,1S00EU7WP58,Brown30,Milton509,J,1938-12-05,,1,2,-394332756,-394332756,-394332756
