BENE_ID,BENE_MBI_ID,BENE_LAST_NAME,BENE_1ST_NAME,BENE_MIDL_NAME,BENE_BRTH_DT,BENE_SEX_CD,BENE_RACE_CD,BENE_SK,BENE_XREF_SK,BENE_XREF_EFCTV_SK,IDR_TRANS_EFCTV_TS,IDR_INSRT_TS,IDR_UPDT_TS,IDR_TRANS_OBSLT_TS,CNTCT_LANG_CD,IDR_LTST_TRANS_FLG,BENE_LINE_1_ADR,BENE_LINE_2_ADR,BENE_LINE_3_ADR,BENE_LINE_4_ADR,BENE_LINE_5_ADR,BENE_LINE_6_ADR,GEO_ZIP_PLC_NAME,GEO_ZIP5_CD,GEO_USPS_STATE_CD,BENE_DEATH_DT,BENE_VRFY_DEATH_DAY_SW,BENE_SSN_NUM
-10000010270135,1S00EU7UC35,Gibson10,Theodore876,B,1979-08-18,1,1,-761275211,-761275211,-761275211,2019-04-03 12:52:26.664849,2024-05-15 17:08:05.054726,2024-12-25 22:37:58.686161,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,900283205
-10000010270130,1S00EU7UC30,Lesch175,Armanda758,K,1958-10-22,2,1,-156140507,-156140507,-156140507,2022-10-17 20:43:22.830307,2024-07-15 06:37:13.010731,2025-03-18 10:18:00.485974,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,958665375
-10000010270127,1S00EU7UC27,Wilderman619,Merna69,G,1959-09-29,2,1,-761405641,-761405641,-761405641,2019-11-19 20:58:27.117396,2024-02-20 01:49:20.655226,2024-12-18 21:40:04.804412,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,928469256
-10000010270126,1S00EU7UC26,Erdman779,Joey457,J,1970-09-28,1,1,-224068360,-224068360,-224068360,2020-08-23 19:36:28.397360,2023-05-14 17:20:55.985506,2024-10-08 21:17:56.458395,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,2024-04-17,N,932468078
-10000010270125,1S00EU7UC25,Gusikowski974,Claude750,D,1959-05-01,1,1,-786583221,-786583221,-786583221,2025-04-01 11:48:27.024580,2025-05-12 09:43:01.711984,2025-10-08 21:43:06.698380,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,945420008
-10000010270119,1S00EU7UC19,Osinski784,Dallas143,C,2014-04-11,1,2,-495358744,-495358744,-495358744,2018-05-31 10:16:53.578545,2025-11-24 05:53:44.132531,2025-12-27 22:38:45.717187,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,933874861
-10000010270117,1S00EU7UC17,White193,Rosanne862,L,1965-05-20,2,1,-46972690,-46972690,-46972690,2024-11-09 01:15:06.503341,2025-10-26 09:10:44.026663,2025-11-11 22:11:04.435404,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,921445572
-10000010270116,1S00EU7UC16,Oberbrunner298,Jasper743,A,1943-10-24,1,1,-312913559,-312913559,-312913559,2021-10-20 07:49:53.312417,2026-01-03 15:05:13.251175,2026-01-20 15:16:47.329472,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,989323495
-10000010270110,7BT5QK6CE89,Schowalter414,Murray856,,1961-08-24,1,6,-272453218,-272453218,-272453218,2023-07-16 20:45:41.344829,2024-12-08 17:16:19.569751,2025-11-12 05:48:46.197191,2022-09-04T00:00:00.000000,~,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,958126735
-10000010270110,1S00EU7UC10,Schowalter414,Murray856,,1961-08-24,1,6,-272453218,-272453218,-272453218,2024-10-11 22:32:32.792615,2024-12-09 23:28:08.405895,2025-12-12 21:40:55.660693,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,997191254
-10000010270109,4BT1XP1DY73,Lebsack687,Cory323,Abby,1990-03-28,1,2,-28149552,-28149552,-28149552,2021-11-21 08:30:19.802362,2023-01-14 00:33:15.830284,2024-01-09 05:18:09.963971,2020-08-16T00:00:00.000000,SPA,N,1970 S University Blvd,,,,,,Mobile,36609,AL,2021-04-23,Y,928962225
-10000010270109,1S00EU7UC09,Lebsack687,Cory323,Abby,1990-03-28,1,2,-28149552,-28149552,-28149552,2025-01-01 14:47:56.397047,2025-01-17 09:29:04.270086,2025-12-10 15:56:18.066260,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,2021-04-23,Y,966768021
-10000010270108,1S00EU7UC08,O'Reilly797,Kenda873,U,1965-12-08,2,1,-678659213,-678659213,-678659213,2018-01-22 04:04:24.328841,2024-07-12 04:39:02.208984,2025-03-18 00:19:14.451409,9999-12-31T00:00:00.000000,SPA,Y,2904 61st,,,,,,Galveston,77551,TX,,,917679543
-10000010270099,1S00EU7UA99,Leannon79,Madelyn308,I,1930-09-01,2,1,-979342216,-979342216,-979342216,2022-03-23 03:08:43.569623,2023-08-15 19:38:32.091213,2024-05-04 20:01:04.703426,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,2024-01-14,N,940435431
-10000010270085,9B28KJ5PU81,Araña824,Jerónimo599,N,2008-09-30,1,5,-149398576,-149398576,-149398576,2022-08-17 03:33:12.527410,2024-12-15 06:46:34.940264,2025-03-08 09:07:26.838639,2020-10-16T00:00:00.000000,SPA,N,1970 S University Blvd,,,,,,Mobile,36609,AL,2022-11-04,Y,931257854
-10000010270085,1S00EU7UA85,Araña824,Jerónimo599,N,2008-09-30,1,5,-768211545,-149398576,-149398576,2024-03-16 19:39:06.256118,2024-12-03 00:29:53.563445,2025-01-07 11:23:16.905217,2025-10-30T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,2022-11-04,Y,968107729
-10000010270085,1S00EU7UA85,Araña824,Jerónimo599,N,2008-09-30,1,5,-149398576,-149398576,-149398576,2025-02-08 07:05:05.327846,2025-08-06 01:52:07.468124,2025-10-16 05:05:50.117314,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,2022-11-04,Y,944830306
-10000010270084,1S00EU7UA84,Terry864,Foster87,T,2006-08-16,1,2,-261273712,-261273712,-261273712,2017-10-30 17:00:14.216246,2023-10-23 11:01:40.054171,2024-04-24 21:09:13.490441,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,995804570
-10000010270075,1S00EU7UA75,Borer986,Dyan186,L,1948-12-11,2,1,-914229992,-914229992,-914229992,2022-08-05 05:47:47.522097,2023-04-24 12:24:03.210384,2025-04-09 19:54:33.052863,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,978716674
-10000010270073,2ZH6RU4AT18,Carroll471,Alex454,J,1961-01-30,1,1,-781693164,-781693164,-781693164,2021-03-04 04:30:49.786124,2025-12-24 02:21:31.461544,2026-01-14 08:49:06.348094,2020-09-03T00:00:00.000000,SPA,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,954163705
-10000010270073,1S00EU7UA73,Carroll471,Alex454,J,1961-01-30,1,1,-781693164,-781693164,-781693164,2019-01-10 15:32:31.697227,2021-05-02 00:39:46.513677,2025-04-10 00:59:26.073838,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,936260826
-10000010270065,1S00EU7UA65,Harber290,Emerita401,D,1961-07-31,2,2,-598190585,-598190585,-598190585,2025-04-22 12:56:45.554210,2025-09-28 16:03:13.778623,2025-12-01 16:12:39.875223,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,940508534
-10000010270064,6LE6TT4EG92,Corona300,Patricio639,A,1959-11-15,1,5,-884662661,-884662661,-884662661,2023-05-05 09:45:38.190432,2025-01-06 07:03:03.887738,2025-11-24 03:12:20.042828,2021-06-24T00:00:00.000000,SPA,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,956799562
-10000010270064,1S00EU7UA64,Corona300,Patricio639,A,1959-11-15,1,5,-884662661,-884662661,-884662661,2024-03-18 21:17:28.024060,2025-05-21 15:20:38.905656,2025-07-16 21:04:35.117270,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,903269275
-10000010270062,1S00EU7UA62,Kovacek682,Al123,E,1945-08-20,1,1,-227956036,-227956036,-227956036,2018-02-02 20:57:10.258557,2018-08-25 22:00:39.630510,2018-12-04 14:54:33.640633,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,949928101
-10000010270055,1S00EU7UA55,Witting912,Herman763,,1961-02-14,1,1,-804201219,-804201219,-804201219,2021-03-14 23:18:41.000342,2023-02-20 04:38:39.026975,2025-12-04 11:46:31.288121,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,949233375
-10000010270049,1S00EU7UA49,Ebert178,Wilhelmina724,,1981-12-19,2,1,-447829032,-447829032,-447829032,2024-03-21 20:09:27.104946,2025-12-20 11:23:03.326317,2026-01-11 21:00:32.624352,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,929708065
-10000010270046,1S00EU7UA46,Cortez851,Tomás404,E,1994-10-20,1,2,-322544536,-322544536,-322544536,2021-08-23 04:20:20.467246,2025-07-02 03:29:49.396986,2025-11-03 04:37:29.497583,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,904418710
-10000010270041,1S00EU7UA41,Beatty507,Elroy493,,1960-06-12,1,1,-893049304,-893049304,-893049304,2018-05-31 13:26:52.562378,2023-01-05 22:40:11.244215,2024-08-11 05:39:38.602528,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,920906379
-10000010270040,1S00EU7UA40,Graham902,Sherron201,C,1965-07-03,2,1,-379274963,-379274963,-379274963,2022-08-30 03:05:10.410075,2025-11-01 02:13:36.026850,2026-01-22 07:13:47.929320,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,983106108
-10000010270037,1S00EU7UA37,Emmerich580,Willodean275,S,1965-08-18,2,1,-33543560,-33543560,-33543560,2026-01-15 21:28:32.018229,2026-01-19 03:43:03.988775,2026-01-19 18:13:04.447902,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,974183812
-10000010270034,1S00EU7UA34,Garica503,David908,M,1951-12-07,1,5,-177873474,-177873474,-177873474,2019-03-19 15:14:30.917036,2019-03-29 07:21:32.441092,2023-06-16 00:13:33.563504,9999-12-31T00:00:00.000000,~,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,000594636
-10000010270026,1ZH5MT2CY82,Pouros728,Paris331,B,1948-04-13,1,2,-225240271,-225240271,-225240271,2023-10-29 01:14:35.191530,2026-01-01 05:33:31.851684,2026-01-23 03:55:22.925717,2021-02-22T00:00:00.000000,ENG,N,2904 61st,,,,,,Galveston,77551,TX,,,960525499
-10000010270026,1S00EU7UA26,Pouros728,Paris331,B,1948-04-13,1,2,-225240271,-225240271,-225240271,2020-04-11 15:48:27.981208,2022-08-03 01:14:20.212107,2024-11-23 18:18:14.153768,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,995406503
-10000010270025,1S00EU7UA25,Russel238,Maximo817,,1951-12-16,1,1,-14732904,-14732904,-14732904,2023-02-05 14:46:10.588762,2024-10-22 17:41:53.677251,2025-01-17 05:59:17.827254,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,,,910468471
-10000010270017,1S00EU7UA17,Mertz280,Belle514,S,1971-02-09,2,1,-541802418,-541802418,-541802418,2020-06-30 13:11:23.984512,2025-02-25 11:21:24.335991,2025-06-27 00:34:19.341918,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,976384247
-10000010270012,8O05JQ3MQ55,Berríos934,Silvia880,A,1957-10-06,2,5,-32654674,-32654674,-32654674,2020-04-11 22:19:00.257221,2022-06-15 22:41:46.357524,2023-07-16 16:21:17.306101,2022-10-13T00:00:00.000000,SPA,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,999362895
-10000010270012,1S00EU7UA12,Berríos934,Silvia880,A,1957-10-06,2,5,-32654674,-32654674,-32654674,2017-06-16 21:10:02.757863,2022-06-16 09:30:38.692874,2023-04-13 04:44:03.632921,9999-12-31T00:00:00.000000,SPA,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,930622394
-10000010270007,3BV5M76NN21,Kiehn525,Jacinto644,Caroline,1987-02-08,1,1,-981376838,-981376838,-981376838,2021-01-29 13:04:40.278911,2025-08-07 03:10:00.083729,2025-12-08 08:09:28.659770,2018-09-30T00:00:00.000000,ENG,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,948771555
-10000010270007,1S00EU7UA07,Kiehn525,Jacinto644,Caroline,1987-02-08,1,1,-981376838,-981376838,-981376838,2023-08-22 20:53:18.785369,2024-08-16 05:47:49.523388,2025-08-04 18:25:26.505314,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,984603380
-10000010270005,1S00EU7UA05,Corral791,Florencia449,,1965-05-05,2,5,-126735309,-126735309,-126735309,2022-11-26 00:45:40.959453,2024-08-07 19:57:01.181929,2024-09-18 20:19:29.263433,9999-12-31T00:00:00.000000,SPA,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,925832406
-10000010270003,1S00EU7UA03,Schowalter414,Tyisha680,C,1954-09-09,2,2,-398171650,-398171650,-398171650,2025-05-31 21:34:03.558075,2025-08-22 03:56:20.981428,2025-12-13 21:56:25.256470,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,903773632
-10000010270001,1S00EU7UA01,Rosenbaum794,Isiah14,I,1933-07-28,1,5,-327856501,-327856501,-327856501,2025-01-02 18:18:42.491266,2025-10-04 23:46:22.473595,2026-01-10 08:40:35.022142,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,2025-03-26,Y,962851120
-10000010269999,1S00EU7TY99,Block661,Khadijah960,,1945-07-24,2,4,-317027293,-317027293,-317027293,2020-10-24 12:02:03.853735,2021-07-13 19:35:12.706559,2021-09-08 11:20:28.464810,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,960263324
-10000010269997,1S00EU7TY97,Langworth352,Gerald181,K,1949-11-08,1,2,-968967692,-968967692,-968967692,2023-03-11 05:13:20.010938,2023-10-15 18:25:40.961322,2024-04-21 18:22:25.607639,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,917865258
-10000010269995,1I44AX9KQ38,Borer986,Josiah310,D,1942-12-17,1,6,-495505464,-495505464,-495505464,2025-01-14 20:17:54.018261,2025-11-08 18:47:30.476829,2025-11-09 06:14:50.983686,2020-04-13T00:00:00.000000,ENG,N,2904 61st,,,,,,Galveston,77551,TX,,,946610872
-10000010269995,8O75AQ8UY40,Borer986,Josiah310,D,1942-12-17,1,6,-495505464,-495505464,-495505464,2023-04-16 14:16:59.974954,2026-01-20 11:41:05.229815,2026-01-20 17:31:51.563255,2021-03-05T00:00:00.000000,ENG,N,2904 61st,,,,,,Galveston,77551,TX,,,999268584
-10000010269995,3BH3H18FP27,Borer986,Josiah310,D,1942-12-17,1,6,-495505464,-495505464,-495505464,2025-02-25 06:58:34.069552,2026-01-08 12:30:17.981836,2026-01-21 19:04:09.449315,2022-01-27T00:00:00.000000,ENG,N,2904 61st,,,,,,Galveston,77551,TX,,,907970742
-10000010269995,1S00EU7TY95,Borer986,Josiah310,D,1942-12-17,1,6,-495505464,-495505464,-495505464,2024-07-24 21:47:32.103060,2024-12-18 11:31:05.906435,2025-07-19 15:59:08.327517,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,921845360
-10000010269994,1S00EU7TY94,O'Conner199,Santiago500,O,1972-01-18,1,1,-474477301,-456214662,-456214662,2021-06-22 22:28:10.783262,2024-07-15 22:06:30.399130,2025-01-01 03:57:56.425948,2025-12-09T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,937652250
-10000010269994,1S00EU7TY94,O'Conner199,Santiago500,O,1972-01-18,1,1,-456214662,-456214662,-456214662,2025-03-27 14:57:52.630082,2025-04-30 22:24:47.286076,2025-05-04 23:45:44.302348,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,990992258
-10000010269992,1S00EU7TY92,Hessel84,Janis361,R,1946-06-19,2,1,-311463271,-855446830,-855446830,2024-05-02 05:51:54.742496,2024-11-02 06:50:20.285559,2025-11-17 01:18:15.624937,2025-06-05T00:00:00.000000,SPA,Y,2904 61st,,,,,,Galveston,77551,TX,,,973407584
-10000010269992,1S00EU7TY92,Hessel84,Janis361,R,1946-06-19,2,1,-855446830,-855446830,-855446830,2018-03-17 05:42:38.730418,2018-12-08 20:22:57.841102,2019-10-15 04:21:55.932220,9999-12-31T00:00:00.000000,SPA,Y,2904 61st,,,,,,Galveston,77551,TX,,,983625483
-10000010269991,1S00EU7TY91,Bartoletti50,Jerald662,S,1977-11-06,1,4,-190086304,-190086304,-190086304,2024-11-05 02:26:41.607749,2025-05-15 11:08:17.923952,2025-08-21 22:09:00.326154,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,945913336
-10000010269990,1S00EU7TY90,McClure239,Johnie961,J,1965-11-15,1,1,-695646841,-695646841,-695646841,2020-06-23 00:45:26.250206,2024-08-14 15:08:56.519576,2025-01-28 15:27:15.562258,9999-12-31T00:00:00.000000,~,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,970903050
-10000010269985,1S00EU7TY85,Stiedemann542,Lanora971,Kartoffel,1960-07-07,2,4,-585546775,-585546775,-585546775,2019-03-10 15:40:17.223810,2025-04-18 11:41:51.767761,2025-09-27 12:29:55.168015,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,928956296
-10000010269982,1S00EU7TY82,Goyette777,Cruz300,Kartoffel,1953-01-26,1,1,-539486187,-539486187,-539486187,2021-09-08 21:21:10.869360,2024-10-17 17:38:25.252715,2025-05-02 00:35:52.253177,9999-12-31T00:00:00.000000,~,Y,2904 61st,,,,,,Galveston,77551,TX,,,994517770
-10000010269980,3OU1M84PA01,Kuhlman484,Brenton674,Caroline,2008-02-20,1,1,-990861226,-990861226,-990861226,2021-06-22 11:06:28.997971,2025-12-11 14:47:55.344718,2026-01-19 07:06:43.180291,2022-05-01T00:00:00.000000,~,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,981091937
-10000010269980,1S00EU7TY80,Kuhlman484,Brenton674,Caroline,2008-02-20,1,1,-990861226,-990861226,-990861226,2024-05-16 17:19:17.488804,2025-02-25 14:15:15.844847,2025-05-29 18:37:41.869161,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,969546223
-10000010269978,3BR3NR4EE17,Kirlin939,Cammie978,L,1971-02-19,2,1,-822055595,-822055595,-822055595,2018-07-19 13:54:54.401398,2025-02-17 09:46:23.226026,2025-03-03 02:23:48.291823,2019-11-13T00:00:00.000000,ENG,N,14152 ND-27,,,,,,Lisbon,58054,ND,,,982207142
-10000010269978,1S00EU7TY78,Kirlin939,Cammie978,L,1971-02-19,2,1,-822055595,-822055595,-822055595,2022-07-30 19:34:30.403348,2023-12-05 04:06:18.172882,2025-03-14 18:47:45.023546,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,959970442
-10000010269974,1BK0QH0PM11,Hammes673,Zana914,K,1949-12-19,2,5,-481446143,-481446143,-481446143,2020-01-23 21:06:23.562888,2023-05-11 23:39:42.790610,2024-03-29 19:40:53.204925,2018-01-11T00:00:00.000000,SPA,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,995109298
-10000010269974,9I64MK1DY15,Hammes673,Zana914,K,1949-12-19,2,5,-481446143,-481446143,-481446143,2022-08-26 08:16:12.230996,2024-02-07 23:07:53.394593,2025-01-21 20:04:43.382403,2022-05-10T00:00:00.000000,SPA,N,777 Brockton Avenue,,,,,,Abington,02351,MA,,,922569695
-10000010269974,1S00EU7TY74,Hammes673,Zana914,K,1949-12-19,2,5,-516377683,-481446143,-481446143,2021-01-28 21:26:15.609705,2022-05-14 12:33:16.083280,2022-08-18 08:21:44.528360,2025-02-20T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,995010025
-10000010269974,1S00EU7TY74,Hammes673,Zana914,K,1949-12-19,2,5,-481446143,-481446143,-481446143,2017-08-23 14:05:12.438495,2018-03-17 05:50:24.020746,2018-04-10 17:13:15.836893,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,985669797
-10000010269972,1S00EU7TY72,Schmidt332,Kyoko885,W,1954-10-13,2,1,-760205543,-615576822,-615576822,2023-12-16 22:10:07.421374,2025-10-02 13:49:55.428629,2025-10-23 12:55:55.191758,2025-10-30T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,2024-10-09,Y,940915045
-10000010269972,1S00EU7TY72,Schmidt332,Kyoko885,W,1954-10-13,2,1,-615576822,-615576822,-615576822,2019-10-08 18:38:02.795376,2022-12-27 03:25:17.202814,2024-12-09 04:09:32.734737,9999-12-31T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,2024-10-09,Y,991744895
-10000010269970,1S00EU7TY70,Rosenbaum794,Jeremy766,P,1959-08-21,1,1,-439638988,-439638988,-439638988,2022-05-09 19:45:03.257127,2023-11-21 20:31:16.431002,2025-09-21 17:11:24.855538,9999-12-31T00:00:00.000000,~,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,923974409
-10000010269969,1S00EU7TY69,Mayer370,Leif534,E,1960-01-24,1,5,-735343896,-495752460,-495752460,2017-08-02 05:54:47.843084,2019-03-15 06:22:51.089339,2019-12-29 10:06:35.709450,2025-08-08T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,960213284
-10000010269969,1S00EU7TY69,Mayer370,Leif534,E,1960-01-24,1,5,-495752460,-495752460,-495752460,2022-03-04 05:45:39.468573,2025-09-20 07:11:03.583543,2025-12-25 22:12:15.332799,9999-12-31T00:00:00.000000,SPA,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,932679789
-10000010269968,1S00EU7TY68,Walsh511,Lita714,L,1954-10-25,2,1,-982868687,-248544930,-248544930,2024-10-24 01:34:42.794828,2025-01-10 21:29:19.495728,2025-02-13 00:53:01.353563,2025-12-25T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,912800651
-10000010269968,1S00EU7TY68,Walsh511,Lita714,L,1954-10-25,2,1,-248544930,-248544930,-248544930,2022-03-21 22:36:20.503841,2025-09-24 18:06:12.840152,2025-10-14 21:21:02.753238,9999-12-31T00:00:00.000000,ENG,Y,3728 Broadway,Avenue J,,,,,Galveston,77550,TX,,,945097042
-10000010269964,1S00EU7TY64,Corkery305,Todd315,K,1951-04-24,1,1,-701631148,-701631148,-701631148,2023-05-01 23:05:19.335322,2025-03-18 12:28:30.896184,2026-01-04 19:50:43.877959,9999-12-31T00:00:00.000000,ENG,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,949779418
-10000010269962,5L60RN1YR81,Kling921,Demetria799,K,1953-04-21,2,1,-145587901,-145587901,-145587901,2024-02-03 13:10:52.037323,2025-02-03 14:33:59.256767,2025-11-01 01:03:16.027929,2017-12-03T00:00:00.000000,SPA,N,2904 61st,,,,,,Galveston,77551,TX,,,920111564
-10000010269962,5Z40W40HK89,Kling921,Demetria799,K,1953-04-21,2,1,-145587901,-145587901,-145587901,2023-09-25 18:11:31.537917,2025-12-12 10:07:12.668661,2026-01-16 05:42:00.713893,2018-09-23T00:00:00.000000,SPA,N,2904 61st,,,,,,Galveston,77551,TX,,,986844880
-10000010269962,1S00EU7TY62,Kling921,Demetria799,K,1953-04-21,2,1,-145587901,-145587901,-145587901,2018-04-20 11:56:31.822275,2021-06-20 16:47:28.940671,2021-07-27 00:17:28.195212,9999-12-31T00:00:00.000000,SPA,Y,2904 61st,,,,,,Galveston,77551,TX,,,937933220
-10000010269961,6ZT3N25DM38,Cummings51,Raisa16,G,1948-08-14,2,1,-598403170,-598403170,-598403170,2020-09-23 23:57:42.250797,2025-10-07 19:14:49.444971,2025-12-23 18:31:04.808516,2020-04-18T00:00:00.000000,ENG,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,959766738
-10000010269961,8L38JY2HJ22,Cummings51,Raisa16,G,1948-08-14,2,1,-598403170,-598403170,-598403170,2025-11-04 16:17:40.544915,2026-01-03 02:17:45.884985,2026-01-16 13:03:56.091099,2020-12-20T00:00:00.000000,ENG,N,1970 S University Blvd,,,,,,Mobile,36609,AL,,,947253505
-10000010269961,1S00EU7TY61,Cummings51,Raisa16,G,1948-08-14,2,1,-598403170,-598403170,-598403170,2022-05-22 17:31:56.737722,2025-02-28 19:26:56.547104,2025-03-17 03:31:24.546551,9999-12-31T00:00:00.000000,ENG,Y,1970 S University Blvd,,,,,,Mobile,36609,AL,,,902817993
-10000010269959,1S00EU7TY59,Reilly981,Madalene903,V,1956-01-31,2,1,-560691667,-560691667,-560691667,2025-11-05 08:43:20.686657,2025-11-15 18:56:27.520121,2026-01-24 18:33:42.753546,9999-12-31T00:00:00.000000,SPA,Y,2904 61st,,,,,,Galveston,77551,TX,,,916327463
-10000010269957,1S00EU7TY57,Grady603,Agustin437,,2000-04-13,1,1,-386806974,-386806974,-386806974,2024-06-28 20:14:58.900047,2026-01-12 03:34:14.093048,2026-01-22 03:22:15.844806,9999-12-31T00:00:00.000000,ENG,Y,14152 ND-27,,,,,,Lisbon,58054,ND,,,945953236
-10000010269942,2Z61CN4TR65,Leiva147,Pedro316,I,1968-02-16,1,5,-802739472,-802739472,-802739472,2022-01-11 01:02:05.982485,2022-09-06 10:11:27.969300,2024-04-22 04:01:50.202305,2021-05-30T00:00:00.000000,ENG,N,2904 61st,,,,,,Galveston,77551,TX,,,952194568
-10000010269942,1S00EU7TY42,Leiva147,Pedro316,I,1968-02-16,1,5,-802739472,-802739472,-802739472,2023-11-16 21:58:04.333084,2024-08-08 22:06:31.887892,2025-12-17 01:05:39.496495,9999-12-31T00:00:00.000000,ENG,Y,2904 61st,,,,,,Galveston,77551,TX,,,995812899
-10000010269938,1S00EU7TY38,Nitzsche158,Vasiliki884,H,1943-03-18,2,1,-61885968,-30237166,-30237166,2025-08-27 12:22:14.651393,2025-10-13 14:34:29.266019,2025-12-17 00:08:09.761021,2025-07-20T00:00:00.000000,SPA,Y,777 Brockton Avenue,,,,,,Abington,02351,MA,,,922142688
